0,lake,1
1,jacksonvil,1,jacksonville
2,chamber,1
3,medic,1,medical
4,media,2
5,public,1
6,tri,1,tried
7,silverback,1
8,dozen,1
9,tight,1
10,minni,1,minnie
11,edit,18
12,shenot,1
13,yeti,5
14,planet,3
15,enrich,1,enrichment
16,environ,1,environment
17,clutch,1,clutches
18,exhibit,4,exhibits
19,rule,1,ruled
20,anderson-lopez,1
21,random,1
22,everest,6
23,each,4
24,new,5
25,habitat,3,habitats
26,whisk,1
27,all,6
28,access,2,accessible
29,view,5,viewing,viewed,views
30,few,1
31,asian,2
32,roller,4
33,well-b,1,well-being
34,guard,2,guarded
35,eight-most,1
36,self-govern,1,self-governing
37,own,1
38,problem,2,problems
39,beastli,11,beastly
40,convinc,2,convinced,convince
41,whirl,4,whirling
42,maharajah,2
43,avenu,1,avenue
44,interact,2,interactive,interaction
45,laid,1
46,broad,1
47,fuel,1
48,stone,1
49,fantasia,2
50,pictur,1,pictures
51,re-open,1,re-opened
52,exist,5
53,roadsid,1,roadside
54,oldest,1
55,vision,1
56,railroad,1
57,gorilla,3,gorillas
58,upset,1
59,earlier,1
60,marlin,1
61,offic,1,office
62,bald,1
63,--,1
64,nederland,1,nederlands
65,repres,1,represent
66,top,1,topped
67,temporari,1,temporary
68,imagin,6,imagined,imagineering,imagineers
69,domin,1,dominated
70,beach,3
71,feed,2
72,low,1
73,biolog,1,biological
74,frozen,1
75,ruin,3,ruins,ruined
76,lot,1
77,out,1
78,tiger,1,tigers
79,peac,1,peaceful
80,quest,1
81,turn,1,turns
82,shortcut,1
83,contact,1
84,log,1
85,train,8,trains,trained
86,conduct,1,conducted
87,trail,7
88,sinc,4,since
89,galapago,1,galapagos
90,regist,2,registered
91,violat,1,violations
92,join,1
93,term,1,terms
94,music,5,musical
95,habit,2
96,novel,1
97,saddlebil,1,saddlebill
98,hollywood,2
99,2000-10-06,1
100,printabl,1,printable
101,life,6
102,3-d,1
103,help,4
104,recreat,1,recreation
105,woolli,1,woolly
106,impend,1,impending
107,sister,1
108,histori,2,history
109,tourist,1
110,waterfal,1,waterfall
111,held,1
112,addit,1,addition
113,advertis,1,advertised
114,restaur,9,restaurants,restaurant
115,conservatori,1,conservatory
116,pocahonta,1,pocahontas
117,demonstr,1,demonstration
118,\/,4
119,danger,1,dangerous
120,origin,8,original,originally
121,current,1
122,kristen,1
123,tusker,2
124,axis,1
